ID,Sentence,Word_Count,Word,Lex,D3Tok,D3Lex,Readability_Level,Readability_Level_19,Readability_Level_7,Readability_Level_5,Readability_Level_3,Annotator,Document,Source,Book,Author,Domain,Text_Class,split
30100960046,وتُزرع على جوانبه الذرة، ,5,"وتزرع على جوانبه الذرة ,","زرع على جانب ذرة ,","و+ تزرع على جوانب +ه ال+ ذرة ,","و+ زرع على جانب +ه ال+ ذرة ,",10-ya,10,4,2,1,IAA,BAREC_Hindawi_41395309_001.txt,Hindawi,The History of Transvaal,Michel Aghia,Social Sciences,Specialized,train
30100980022,ثم لا زلتُ أذكر ولا يمكنني أن أنسى يومَ كان هذا ال «سيدنا» ينيب كل واحد منَّا في أن يقرأ في البيوت «ربعًا»، حتى يستريح هو من عناء القراءة، ويأخذ مرتبه من الفلاحين المساكين زورًا وبهتانًا وغشًّا، ,44,"ثم لا زلت أذكر ولا يمكنني أن أنسى يوم كان هذا ال "" سيدنا "" ينيب كل واحد منا في أن يقرأ في البيوت "" ربعا "" , حتى يستريح هو من عناء القراءة , ويأخذ مرتبه من الفلاحين المساكين زورا وبهتانا وغشا ,","ثم لا زال ذكر لا أمكن أن نسي يوم كان هذا ال "" سيدنا "" أناب كل واحد من في أن قرأ في بيت "" ربع "" , حتى ٱستراح هو من عناء قراءة , أخذ مرتب من فلاح مسكين زور بهتان غش ,","ثم لا زلت أذكر و+ لا يمكن +ني أن أنسى يوم كان هذا ال "" سيدنا "" ينيب كل واحد من +نا في أن يقرأ في ال+ بيوت "" ربعا "" , حتى يستريح هو من عناء ال+ قراءة , و+ يأخذ مرتب +ه من ال+ فلاحين ال+ مساكين زورا و+ بهتانا و+ غشا ,","ثم لا زال ذكر و+ لا أمكن +ني أن نسي يوم كان هذا ال "" سيدنا "" أناب كل واحد من +نا في أن قرأ في ال+ بيت "" ربع "" , حتى ٱستراح هو من عناء ال+ قراءة , و+ أخذ مرتب +ه من ال+ فلاح ال+ مسكين زور و+ بهتان و+ غش ,",13-mim,13,5,3,2,IAA,BAREC_Hindawi_41496247_001.txt,Hindawi,In the Egyptian Countryside,Mustafa Ali Al-Helbawi,Social Sciences,Specialized,train
30101020029,لقد بدا أشبه بالأنفلونزا، غير أنه لم يكن كذلك.,11,"لقد بدا أشبه بالأنفلونزا , غير أنه لم يكن كذلك .","قد بدأ أشبه إنفلونزا , غير أن لم كان ذلك .","ل+ قد بدأ أشبه ب+ ال+ إنفلونزا , غير أن +ه لم يكن ك+ ذلك .","ل+ قد بدأ أشبه ب+ ال+ إنفلونزا , غير أن +ه لم كان ك+ ذلك .",10-ya,10,4,2,1,IAA,BAREC_Hindawi_41724208_001.txt,Hindawi,Epidemiology,Rodolfo Saracci,STEM,Specialized,train
30101040012,ولما فعلت ذلك لو أنها شاءَت أن تدرك مبادئ علم الاجتماع الطبيعي كما ينبغي أن يكون.,17,ولما فعلت ذلك لو أنها شاءت أن تدرك مبادئ علم الاجتماع الطبيعي كما ينبغي أن يكون .,لما فعل ذلك لو أن شاء أن أدرك مبدأ علم ٱجتماع طبيعي ما ٱنبغى أن كان .,و+ لما فعلت ذلك لو أن +ها شاءت أن تدرك مبادئ علم ال+ اجتماع ال+ طبيعي ك+ ما ينبغي أن يكون .,و+ لما فعل ذلك لو أن +ها شاء أن أدرك مبدأ علم ال+ ٱجتماع ال+ طبيعي ك+ ما ٱنبغى أن كان .,15-sin,15,6,4,3,IAA,BAREC_Hindawi_42047964_001.txt,Hindawi,The Great Tragedy,Shibli Shmeil,Arts & Humanities,Specialized,train
30101050016,وعلى الأرجح سيزداد انتشارُه اتساعًا.,6,وعلى الأرجح سيزداد انتشاره اتساعا .,على أرجح ٱزداد ٱنتشار ٱتساع .,و+ على ال+ أرجح س+ يزداد انتشار +ه اتساعا .,و+ على ال+ أرجح س+ ٱزداد ٱنتشار +ه ٱتساع .,12-lam,12,5,3,2,IAA,BAREC_Hindawi_42580475_001.txt,Hindawi,Cryptography,Fred Piper and Sean Murphy,STEM,Specialized,train
30101060015,ثم أخذ ينخفض تارة ويرتفع أخرى ليصل إلى هذا الرقم، ,11,"ثم أخذ ينخفض تارة ويرتفع أخرى ليصل إلى هذا الرقم ,","ثم أخذ ٱنخفض تارة ٱرتفع أخرى وصل إلى هذا رقم ,","ثم أخذ ينخفض تارة و+ يرتفع أخرى ل+ يصل إلى هذا ال+ رقم ,","ثم أخذ ٱنخفض تارة و+ ٱرتفع أخرى ل+ وصل إلى هذا ال+ رقم ,",8-Ha,8,3,2,1,IAA,BAREC_Hindawi_46035041_001.txt,Hindawi,Egypt in the Early 19th Century 1801–1811 (Part Two),Mohammed Fouad Shukri,Social Sciences,Specialized,train
30101060016,حتى إذا كان عهد الحملة الفرنسية نقص عدد البكوات، فلم يزيدوا عند خروج الفرنسيين من مصر على الاثني عشر «بك»، ,24,"حتى إذا كان عهد الحملة الفرنسية نقص عدد البكوات , فلم يزيدوا عند خروج الفرنسيين من مصر على الاثني عشر "" بك "" ,","حتى إذا كان عهد حملة فرنسي نقص عدد بك , لم زاد عند خروج فرنسي من مصر على إثني عشر "" بك "" ,","حتى إذا كان عهد ال+ حملة ال+ فرنسية نقص عدد ال+ بكوات , ف+ لم يزيدوا عند خروج ال+ فرنسيين من مصر على ال+ إثني عشر "" بك "" ,","حتى إذا كان عهد ال+ حملة ال+ فرنسي نقص عدد ال+ بك , ف+ لم زاد عند خروج ال+ فرنسي من مصر على ال+ إثني عشر "" بك "" ,",13-mim,13,5,3,2,IAA,BAREC_Hindawi_46035041_001.txt,Hindawi,Egypt in the Early 19th Century 1801–1811 (Part Two),Mohammed Fouad Shukri,Social Sciences,Specialized,train
30101070014,فإذا جاوز ملطية قفز قفزة فُجائية كأنه يحاول الفرار إلى الجنوب الغربي، فيخدِّس لنفسه معبرًا في الطورس، طالبًا بحر الروم الذي يميل إليه كل الميل، ثم كمن يرعوي عن غيه يعود إلى الجنوب الشرقي في جهة خليج فارس.,42,"فإذا جاوز ملطية قفز قفزة فجائية كأنه يحاول الفرار إلى الجنوب الغربي , فيخدس لنفسه معبرا في الطورس , طالبا بحر الروم الذي يميل إليه كل الميل , ثم كمن يرعوي عن غيه يعود إلى الجنوب الشرقي في جهة خليج فارس .","إذا جاوز ملطيه قفز قفز فجائي كأن حاول فرار إلى جنوب غربي , يخدس نفس معبر في طورس , طالب بحر روم الذي مال إلى كل ميل , ثم من يرعوي عن غي عاد إلى جنوب شرقي في جهة خليج فارس .","ف+ إذا جاوز ملطيه قفز قفزة فجائية كأن +ه يحاول ال+ فرار إلى ال+ جنوب ال+ غربي , ف+ يخدس ل+ نفس +ه معبرا في ال+ طورس , طالبا بحر ال+ روم الذي يميل إلى +ه كل ال+ ميل , ثم ك+ من يرعوي عن غي +ه يعود إلى ال+ جنوب ال+ شرقي في جهة خليج فارس .","ف+ إذا جاوز ملطيه قفز قفز فجائي كأن +ه حاول ال+ فرار إلى ال+ جنوب ال+ غربي , ف+ يخدس ل+ نفس +ه معبر في ال+ طورس , طالب بحر ال+ روم الذي مال إلى +ه كل ال+ ميل , ثم ك+ من يرعوي عن غي +ه عاد إلى ال+ جنوب ال+ شرقي في جهة خليج فارس .",16-ayn,16,7,5,3,IAA,BAREC_Hindawi_46069628_001.txt,Hindawi,Summary of the History of Iraq,Anastas Mary Al-Karmali,Social Sciences,Specialized,train
30101070026,فالسفن تجري في الفرات من سميساط، وفي دجلة من الموصل، ,12,"فالسفن تجري في الفرات من سميساط , وفي دجلة من الموصل ,","سفينة أجرى في فرات من سميساط , في دجلة من موصل ,","ف+ ال+ سفن تجري في ال+ فرات من سميساط , و+ في دجلة من ال+ موصل ,","ف+ ال+ سفينة أجرى في ال+ فرات من سميساط , و+ في دجلة من ال+ موصل ,",12-lam,12,5,3,2,IAA,BAREC_Hindawi_46069628_001.txt,Hindawi,Summary of the History of Iraq,Anastas Mary Al-Karmali,Social Sciences,Specialized,train
30101080012,شكل ١-١,4,شكل ١ - ١,شكل ١ - ١,شكل ١ - ١,شكل ١ - ١,2-ba,2,1,1,1,IAA,BAREC_Hindawi_46319638_001.txt,Hindawi,The Book of Eastern Music,Musician Mohammed Kamel Al-Khalai,Arts & Humanities,Specialized,train
30101110012,العصر الجاهلي,2,العصر الجاهلي,عصر جاهلي,ال+ عصر ال+ جاهلي,ال+ عصر ال+ جاهلي,12-lam,12,5,3,2,IAA,BAREC_Hindawi_46813707_001.txt,Hindawi,Arabic Language as a Living Organism,George Zidan,Arts & Humanities,Specialized,train
30101130022,وتماشيًا مع الفلسفة الاقتصادية السائدة آنذاك — المذهب المركنتلي (التجاري) — كانت هذه التجارة برمتها تُدار في شكل احتكار كي تعود بأعلى الأرباح على المملكة الفرنسية ومن ينوبون عنها.,32,وتماشيا مع الفلسفة الاقتصادية السائدة آنذاك - المذهب المركنتلي ( التجاري ) - كانت هذه التجارة برمتها تدار في شكل احتكار كي تعود بأعلى الأرباح على المملكة الفرنسية ومن ينوبون عنها .,تماشي مع فلسفة ٱقتصادي سائد آنذاك - مذهب مركنتلي ( تجاري ) - كان هذا تجارة رمة أدار في شكل ٱحتكار كي عاد أعلى ربح على مملكة فرنسي من ناب عن .,و+ تماشيا مع ال+ فلسفة ال+ اقتصادية ال+ سائدة آنذاك - ال+ مذهب ال+ مركنتلي ( ال+ تجاري ) - كانت هذه ال+ تجارة ب+ رمة +ها تدار في شكل احتكار كي تعود ب+ أعلى ال+ أرباح على ال+ مملكة ال+ فرنسية و+ من ينوبون عن +ها .,و+ تماشي مع ال+ فلسفة ال+ ٱقتصادي ال+ سائد آنذاك - ال+ مذهب ال+ مركنتلي ( ال+ تجاري ) - كان هذا ال+ تجارة ب+ رمة +ها أدار في شكل ٱحتكار كي عاد ب+ أعلى ال+ ربح على ال+ مملكة ال+ فرنسي و+ من ناب عن +ها .,16-ayn,16,7,5,3,IAA,BAREC_Hindawi_47206490_001.txt,Hindawi,The Dilemma of Globalization,Dani Rodrik,Social Sciences,Specialized,train
30101140026,وذلك مدخل العلوم الجغرافية ومقدمتها يكفي للقيام به أن يكون الكاتب باصرًا متروِّيًا، يُحسِن مراقبة المرئيات دون أن يحتاج إلى شيء من الآلات الرصدية، أو من العلوم الإعدادية.,31,"وذلك مدخل العلوم الجغرافية ومقدمتها يكفي للقيام به أن يكون الكاتب باصرا مترويا , يحسن مراقبة المرئيات دون أن يحتاج إلى شيء من الآلات الرصدية , أو من العلوم الإعدادية .","ذلك مدخل علم جغرافي مقدمة كفى قيام ب أن كان كاتب باصر مترويا , أحسن مراقبة مرئي دون أن ٱحتاج إلى شيء من آلة رصديه , أو من علم إعدادي .","و+ ذلك مدخل ال+ علوم ال+ جغرافية و+ مقدمة +ها يكفي ل+ ال+ قيام ب +ه أن يكون ال+ كاتب باصرا مترويا , يحسن مراقبة ال+ مرئيات دون أن يحتاج إلى شيء من ال+ آلات ال+ رصديه , أو من ال+ علوم ال+ إعدادية .","و+ ذلك مدخل ال+ علم ال+ جغرافي و+ مقدمة +ها كفى ل+ ال+ قيام ب +ه أن كان ال+ كاتب باصر مترويا , أحسن مراقبة ال+ مرئي دون أن ٱحتاج إلى شيء من ال+ آلة ال+ رصديه , أو من ال+ علم ال+ إعدادي .",15-sin,15,6,4,3,IAA,BAREC_Hindawi_47908694_001.txt,Hindawi,Geographical Memoirs in Syrian Countries,Henry Lamens,Social Sciences,Specialized,train
30101150007,هذا، ولا يفوتني أن أذكر بالثناء الجم والشكر العاطر ما لقيته من حضرة صديقي وزميلي الأستاذ علي أفندي فهمي الرشيدي من جميل المرافقة وعظيم المساعدة أثناء هذه الرحلة.,30,"هذا , ولا يفوتني أن أذكر بالثناء الجم والشكر العاطر ما لقيته من حضرة صديقي وزميلي الأستاذ علي أفندي فهمي الرشيدي من جميل المرافقة وعظيم المساعدة أثناء هذه الرحلة .","هذا , لا فات أن ذكر ثناء جم شكر عاطر ما لقي من حضرة صديق زميل أستاذ علي أفندي فهمي رشيدي من جميل مرافقة عظيم مساعدة أثناء هذا رحلة .","هذا , و+ لا يفوت +ني أن أذكر ب+ ال+ ثناء ال+ جم و+ ال+ شكر ال+ عاطر ما لقيت +ه من حضرة صديق +ي و+ زميل +ي ال+ أستاذ علي أفندي فهمي ال+ رشيدي من جميل ال+ مرافقة و+ عظيم ال+ مساعدة أثناء هذه ال+ رحلة .","هذا , و+ لا فات +ني أن ذكر ب+ ال+ ثناء ال+ جم و+ ال+ شكر ال+ عاطر ما لقي +ه من حضرة صديق +ي و+ زميل +ي ال+ أستاذ علي أفندي فهمي ال+ رشيدي من جميل ال+ مرافقة و+ عظيم ال+ مساعدة أثناء هذا ال+ رحلة .",13-mim,13,5,3,2,IAA,BAREC_Hindawi_49706148_001.txt,Hindawi,Observations of a Tourist in European Kingdoms,Abdul Wahab Abu Al-Ayoun,Arts & Humanities,Specialized,train
30101150029,(٣) إذا أردت أن تزور ممالك عدة يلزم أن يكون على جوازك تواقيع من ممثلي (قناصل) الدول التي تريد زيارتها، وتدفع لذلك رسمًا يختلف باختلاف الممالك.,32,"( ٣ ) إذا أردت أن تزور ممالك عدة يلزم أن يكون على جوازك تواقيع من ممثلي ( قناصل ) الدول التي تريد زيارتها , وتدفع لذلك رسما يختلف باختلاف الممالك .","( ٣ ) إذا أراد أن زار مملكة عدة لزم أن كان على جواز توقيع من ممثل ( قنصل ) دولة الذي أراد زيارة , دفع ذلك رسم ٱختلف ٱختلاف مملكة .","( ٣ ) إذا أردت أن تزور ممالك عدة يلزم أن يكون على جواز +ك تواقيع من ممثلي ( قناصل ) ال+ دول التي تريد زيارة +ها , و+ تدفع ل+ ذلك رسما يختلف ب+ اختلاف ال+ ممالك .","( ٣ ) إذا أراد أن زار مملكة عدة لزم أن كان على جواز +ك توقيع من ممثل ( قنصل ) ال+ دولة الذي أراد زيارة +ها , و+ دفع ل+ ذلك رسم ٱختلف ب+ ٱختلاف ال+ مملكة .",14-nun,14,6,4,3,IAA,BAREC_Hindawi_49706148_001.txt,Hindawi,Observations of a Tourist in European Kingdoms,Abdul Wahab Abu Al-Ayoun,Arts & Humanities,Specialized,train
30101170033,لأننا نقارن حياتنا بحياة الآخرين، وأغلب الناس لا ينشرُون سوى الجوانب الإيجابية من حياتهم على مواقع التواصل الاجتماعي.,20,"لأننا نقارن حياتنا بحياة الآخرين , وأغلب الناس لا ينشرون سوى الجوانب الإيجابية من حياتهم على مواقع التواصل الاجتماعي .","أن قارن حياة حياة آخر , أغلب ناس لا نشر سوى جانب إيجابي من حياة على موقع تواصل ٱجتماعي .","ل+ أن +نا نقارن حياة +نا ب+ حياة ال+ آخرين , و+ أغلب ال+ ناس لا ينشرون سوى ال+ جوانب ال+ إيجابية من حياة +هم على مواقع ال+ تواصل ال+ اجتماعي .","ل+ أن +نا قارن حياة +نا ب+ حياة ال+ آخر , و+ أغلب ال+ ناس لا نشر سوى ال+ جانب ال+ إيجابي من حياة +هم على موقع ال+ تواصل ال+ ٱجتماعي .",12-lam,12,5,3,2,IAA,BAREC_Hindawi_51483529_001.txt,Hindawi,Positive Transformation,Catherine A. Sanderson,Social Sciences,Specialized,train
30101170048,لكن ها هو ذا خبرٌ سعيد لأولئك الذين يُحاولون بصعوبةٍ أن يشعروا بالسعادة: مهما كانت ميولنا الفطرية، نستطيع جميعًا بلوغ قدرٍ أكبر من السعادة والصحة بإجراء تغييرات صغيرة نسبيًّا في الطريقة التي نرى بها أنفسنا والعالم.,39,"لكن ها هو ذا خبر سعيد لأولئك الذين يحاولون بصعوبة أن يشعروا بالسعادة : مهما كانت ميولنا الفطرية , نستطيع جميعا بلوغ قدر أكبر من السعادة والصحة بإجراء تغييرات صغيرة نسبيا في الطريقة التي نرى بها أنفسنا والعالم .","لكن ها هو ذا خبر سعيد أولائك الذي حاول صعوبة أن شعر سعادة : مهما كان ميل فطري , ٱستطاع جميع بلوغ قدر أكبر من سعادة صحة إجراء تغيير صغير نسبي في طريقة الذي رأى ب نفس عالم .","لكن ها هو ذا خبر سعيد ل+ أولئك الذين يحاولون ب+ صعوبة أن يشعروا ب+ ال+ سعادة : مهما كانت ميول +نا ال+ فطرية , نستطيع جميعا بلوغ قدر أكبر من ال+ سعادة و+ ال+ صحة ب+ إجراء تغييرات صغيرة نسبيا في ال+ طريقة التي نرى ب +ها أنفس +نا و+ ال+ عالم .","لكن ها هو ذا خبر سعيد ل+ أولائك الذي حاول ب+ صعوبة أن شعر ب+ ال+ سعادة : مهما كان ميل +نا ال+ فطري , ٱستطاع جميع بلوغ قدر أكبر من ال+ سعادة و+ ال+ صحة ب+ إجراء تغيير صغير نسبي في ال+ طريقة الذي رأى ب +ها نفس +نا و+ ال+ عالم .",13-mim,13,5,3,2,IAA,BAREC_Hindawi_51483529_001.txt,Hindawi,Positive Transformation,Catherine A. Sanderson,Social Sciences,Specialized,train
30101170057,فصحيح أنَّ ابني الصغير لن يصير الأول على دفعته، لكنه لديه مجموعة طيبة من الأصدقاء.,17,"فصحيح أن ابني الصغير لن يصير الأول على دفعته , لكنه لديه مجموعة طيبة من الأصدقاء .","صحيح أن ٱبن صغير لن صار أول على دفعة , لكن لدى مجموعة طيب من صديق .","ف+ صحيح أن ابن +ي ال+ صغير لن يصير ال+ أول على دفعة +ه , لكن +ه لدى +ه مجموعة طيبة من ال+ أصدقاء .","ف+ صحيح أن ٱبن +ي ال+ صغير لن صار ال+ أول على دفعة +ه , لكن +ه لدى +ه مجموعة طيب من ال+ صديق .",10-ya,10,4,2,1,IAA,BAREC_Hindawi_51483529_001.txt,Hindawi,Positive Transformation,Catherine A. Sanderson,Social Sciences,Specialized,train
30101180021,فالناس، على سبيل المثال، يَعتبرُون عينةَ النبيذ التي يُقال لهم إنها تتكلَّف ٩٠ دولارًا للزجاجة أفضل بكثير من عينة النبيذ التي تتكلَّف زجاجتها ١٠ دولارات، حتى إن كان النبيذ مثله بالضبط في واقع الأمر.,38,"فالناس , على سبيل المثال , يعتبرون عينة النبيذ التي يقال لهم إنها تتكلف ٩٠ دولارا للزجاجة أفضل بكثير من عينة النبيذ التي تتكلف زجاجتها ١٠ دولارات , حتى إن كان النبيذ مثله بالضبط في واقع الأمر .","ناس , على سبيل مثال , ٱعتبر عينة نبيذ الذي قال ل إن تكلف ٩٠ دولار زجاجة أفضل كثير من عينة نبيذ الذي تكلف زجاجة ١٠ دولار , حتى أن كان نبيذ مثل ضبط في واقع أمر .","ف+ ال+ ناس , على سبيل ال+ مثال , يعتبرون عينة ال+ نبيذ التي يقال ل +هم إن +ها تتكلف ٩٠ دولارا ل+ ال+ زجاجة أفضل ب+ كثير من عينة ال+ نبيذ التي تتكلف زجاجة +ها ١٠ دولارات , حتى أن كان ال+ نبيذ مثل +ه ب+ ال+ ضبط في واقع ال+ أمر .","ف+ ال+ ناس , على سبيل ال+ مثال , ٱعتبر عينة ال+ نبيذ الذي قال ل +هم إن +ها تكلف ٩٠ دولار ل+ ال+ زجاجة أفضل ب+ كثير من عينة ال+ نبيذ الذي تكلف زجاجة +ها ١٠ دولار , حتى أن كان ال+ نبيذ مثل +ه ب+ ال+ ضبط في واقع ال+ أمر .",12-lam,12,5,3,2,IAA,BAREC_Hindawi_51483529_002.txt,Hindawi,Positive Transformation,Catherine A. Sanderson,Social Sciences,Specialized,train
30101190019,تعريف التسويق,2,تعريف التسويق,تعريف تسويق,تعريف ال+ تسويق,تعريف ال+ تسويق,12-lam,12,5,3,2,IAA,BAREC_Hindawi_51749353_001.txt,Hindawi,Marketing,Kenneth L. Monier-Vitzhio,Social Sciences,Specialized,train
30101200006,مذ بدا قان الزمان ذو المعالي والوقار,7,مذ بدا قان الزمان ذو المعالي والوقار,مذ بدأ قاني زمان ذو معلاة وقار,مذ بدأ قان ال+ زمان ذو ال+ معالي و+ ال+ وقار,مذ بدأ قاني ال+ زمان ذو ال+ معلاة و+ ال+ وقار,12-lam,12,5,3,2,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101200026,لا يأنس بإنسان، ولا ينفك عن الكتمان، ,9,"لا يأنس بإنسان , ولا ينفك عن الكتمان ,","لا أنس إنسان , لا ٱنفك عن كتمان ,","لا يأنس ب+ إنسان , و+ لا ينفك عن ال+ كتمان ,","لا أنس ب+ إنسان , و+ لا ٱنفك عن ال+ كتمان ,",15-sin,15,6,4,3,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101200055,أظنها العقل أبداها تدبُّره,4,أظنها العقل أبداها تدبره,ظن عقل أبدى تدبر,أظن +ها ال+ عقل أبدى +ها تدبر +ه,ظن +ها ال+ عقل أبدى +ها تدبر +ه,15-sin,15,6,4,3,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101200062,أسُمِع أن أحدًا من الناس، عشق صورة على قِرطاس؟,11,"أسمع أن أحدا من الناس , عشق صورة على قرطاس ؟","سمع أن أحد من ناس , عشق صورة على قرطاس ؟","أسمع أن أحدا من ال+ ناس , عشق صورة على قرطاس ؟","سمع أن أحد من ال+ ناس , عشق صورة على قرطاس ؟",12-lam,12,5,3,2,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101200064,يدركها كل مُشوَّق كَلِف، فقد يكون باللمس، ويكون بالنظر، ويكون باستحسان بعض الصور، ويكون يا والدي بالسماع، ,22,"يدركها كل مشوق كلف , فقد يكون باللمس , ويكون بالنظر , ويكون باستحسان بعض الصور , ويكون يا والدي بالسماع ,","أدرك كل مشوق كلف , قد كان لمس , كان نظر , كان ٱستحسان بعض صورة , كان يا والد سماع ,","يدرك +ها كل مشوق كلف , ف+ قد يكون ب+ ال+ لمس , و+ يكون ب+ ال+ نظر , و+ يكون ب+ استحسان بعض ال+ صور , و+ يكون يا والد +ي ب+ ال+ سماع ,","أدرك +ها كل مشوق كلف , ف+ قد كان ب+ ال+ لمس , و+ كان ب+ ال+ نظر , و+ كان ب+ ٱستحسان بعض ال+ صورة , و+ كان يا والد +ي ب+ ال+ سماع ,",12-lam,12,5,3,2,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101200075,فتنطق عن خبايا في الزوايا بما يبدو به السر المصون,10,فتنطق عن خبايا في الزوايا بما يبدو به السر المصون,نطق عن خبيئة في زاوية ما بدا ب سر مصون,ف+ تنطق عن خبايا في ال+ زوايا ب+ ما يبدو ب +ه ال+ سر ال+ مصون,ف+ نطق عن خبيئة في ال+ زاوية ب+ ما بدا ب +ه ال+ سر ال+ مصون,15-sin,15,6,4,3,IAA,BAREC_Hindawi_51803716_001.txt,Hindawi,"Prince Mahmoud, Son of the Persian King",Ahmed Abu Khalil Al-Qabani,Arts & Humanities,Specialized,train
30101210001,مي الأديبة الإنسانة,3,مي الأديبة الإنسانة,مي أديب إنسان,مي ال+ أديبة ال+ إنسانة,مي ال+ أديب ال+ إنسان,12-lam,12,5,3,2,IAA,BAREC_Hindawi_52406949_001.txt,Hindawi,Phantoms from the Life of Mai,Taher Al-Tanahi,Social Sciences,Specialized,train
30101210014,غير أن «ولَّادة» كانت صاحبة مدرسة في الأدب النسائي، سارت فيه على نهجها طائفة من نساء الأندلس، كمهجة القُرطبيَّة، وحمدونة بنت زياد، وغيرهما ممن نهجن نهجها في الأدب العاطفي والحب الرُّوحي.,38,"غير أن "" ولادة "" كانت صاحبة مدرسة في الأدب النسائي , سارت فيه على نهجها طائفة من نساء الأندلس , كمهجة القرطبية , وحمدونة بنت زياد , وغيرهما ممن نهجن نهجها في الأدب العاطفي والحب الروحي .","غير أن "" ولاده "" كان صاحب مدرسة في أدب نسائي , سار في على نهج طائفة من نساء أندلس , مهجة قرطبيه , حمدونه بنت زياد , غير من نهج نهج في أدب عاطفي حب روحي .","غير أن "" ولاده "" كانت صاحبة مدرسة في ال+ أدب ال+ نسائي , سارت في +ه على نهج +ها طائفة من نساء ال+ أندلس , ك+ مهجة ال+ قرطبيه , و+ حمدونه بنت زياد , و+ غير +هما من +من نهجن نهج +ها في ال+ أدب ال+ عاطفي و+ ال+ حب ال+ روحي .","غير أن "" ولاده "" كان صاحب مدرسة في ال+ أدب ال+ نسائي , سار في +ه على نهج +ها طائفة من نساء ال+ أندلس , ك+ مهجة ال+ قرطبيه , و+ حمدونه بنت زياد , و+ غير +هما من +من نهج نهج +ها في ال+ أدب ال+ عاطفي و+ ال+ حب ال+ روحي .",17-fa,17,7,5,3,IAA,BAREC_Hindawi_52406949_001.txt,Hindawi,Phantoms from the Life of Mai,Taher Al-Tanahi,Social Sciences,Specialized,train
30101230030,فقد جاء في إلياذة هوميروس: أن سلاح ديوميد قدر بتسعة ثيران، كما قدر سلاح جلوكوس بمائة ثور، وقدرت الجارية بأربعة ثيران، ,25,"فقد جاء في إلياذة هوميروس : أن سلاح ديوميد قدر بتسعة ثيران , كما قدر سلاح جلوكوس بمائة ثور , وقدرت الجارية بأربعة ثيران ,","قد جاء في الياذه هوميروس : أن سلاح ديوميد قدر تسع ثور , كما قدر سلاح جلوكوس مئة ثور , قدر جارية أربع ثور ,","ف+ قد جاء في الياذه هوميروس : أن سلاح ديوميد قدر ب+ تسعة ثيران , كما قدر سلاح جلوكوس ب+ مائة ثور , و+ قدرت ال+ جارية ب+ أربعة ثيران ,","ف+ قد جاء في الياذه هوميروس : أن سلاح ديوميد قدر ب+ تسع ثور , كما قدر سلاح جلوكوس ب+ مئة ثور , و+ قدر ال+ جارية ب+ أربع ثور ,",16-ayn,16,7,5,3,IAA,BAREC_Hindawi_52461953_001.txt,Hindawi,A Summary of Money and Monetary Policy,Zakaria Mehran,Social Sciences,Specialized,train
30101240025,عثمان: اللهم إني على هذا الدين.,8,عثمان : اللهم إني على هذا الدين .,عثمان : اللهم أن على هذا دين .,عثمان : اللهم أن +ني على هذا ال+ دين .,عثمان : اللهم أن +ني على هذا ال+ دين .,10-ya,10,4,2,1,IAA,BAREC_Hindawi_52758494_001.txt,Hindawi,Tawfiq al-Hakim's Theater,Mohammed Mandour,Arts & Humanities,Specialized,train
30101260007,لأني يوم أن تعرفت على عالم نجيب محفوظ كان عمره قد تجاوز الثمانين عامًا بقليل، وكنت في مرحلة المراهقة وكان اللقاء مستحيلًا، فكيف الوصول إليه؟!,29,"لأني يوم أن تعرفت على عالم نجيب محفوظ كان عمره قد تجاوز الثمانين عاما بقليل , وكنت في مرحلة المراهقة وكان اللقاء مستحيلا , فكيف الوصول إليه ؟ !","أن يوم أن تعرف على عالم نجيب محفوظ كان عمر قد تجاوز ثمانون عام قليل , كان في مرحلة مراهق كان لقاء مستحيل , كيف وصول إلى ؟ !","ل+ أن +ني يوم أن تعرفت على عالم نجيب محفوظ كان عمر +ه قد تجاوز ال+ ثمانين عاما ب+ قليل , و+ كنت في مرحلة ال+ مراهقة و+ كان ال+ لقاء مستحيلا , ف+ كيف ال+ وصول إلى +ه ؟ !","ل+ أن +ني يوم أن تعرف على عالم نجيب محفوظ كان عمر +ه قد تجاوز ال+ ثمانون عام ب+ قليل , و+ كان في مرحلة ال+ مراهق و+ كان ال+ لقاء مستحيل , ف+ كيف ال+ وصول إلى +ه ؟ !",12-lam,12,5,3,2,IAA,BAREC_Hindawi_53169142_002.txt,Hindawi,"Trilogy of History, Reality, and Symbol",Khalid Mohammed Abdul Ghani,Arts & Humanities,Specialized,train
