ID,Label,Final_Prediction,Reasons,Codes,Arabic_Descriptions,Orthography,word count,Morphology,syntactic,vocab,content
30100450011,13,13,[],{},[],,,,,,
30100450015,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
30100450028,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
30100460003,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100460008,14,14,"['S14-1', 'vocab_14.0']","{'syntactic': ['S14-1'], 'vocab': ['V14-2']}","['التوكيد المعنوي', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,S,V,
30100460018,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100470036,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100490001,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
30100490017,14,14,"['S14-1', 'samerMSA_4.0', 'vocab_14.0']","{'syntactic': ['S14-1'], 'vocab': ['V14-1', 'V14-2']}","['التوكيد المعنوي', 'مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,S,V,
30100490025,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100490033,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
30100520062,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30100550016,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-2', 'S10-6']}","['إن وأخواتها', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
30100610002,12,12,['M12-1'],{'Morphology': ['M12-1']},['التصغير'],,,M,,,
30100610004,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100610024,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100610028,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30100640011,10,10,[],{},[],,,,,,
30100640017,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
30100640031,15,15,"['S15', 'content_level_7']","{'syntactic': ['S15'], 'content': ['C15-1']}","['تراكيب غير متداولة فيها التباس يحتاج إلى التشكيل الإعرابي لفكه', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,S,,C
30100640032,6,6,"['verb_past_s_p', 'samerMSA_1.0-msa']","{'Morphology': ['M6-1'], 'vocab': ['V6-1']}","['الفعل الماضي المفرد والجمع', 'مفردات فصيحة - سامر ١']",,,M,,V,
30100640035,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100640037,6,6,"['verb_past_s_p', 'samerMSA_1.0-msa']","{'Morphology': ['M6-1'], 'vocab': ['V6-1']}","['الفعل الماضي المفرد والجمع', 'مفردات فصيحة - سامر ١']",,,M,,V,
30100650034,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
30100660003,15,15,[],{},[],,,,,,
30100660014,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100660016,17,17,[],{},[],,,,,,
30100670036,10,10,"['passive_voice', 'inna_wa_akhawataha', 'kana_wa_akhawataha', 'S10-6']","{'Morphology': ['M10-1'], 'syntactic': ['S10-1', 'S10-2', 'S10-6']}","['المبني للمجهول', 'إن وأخواتها', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,M,S,,
30100670040,12,12,"['S12-1', 'S12-5', 'samerMSA_3.0']","{'syntactic': ['S12-1', 'S12-5'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'تمييز', 'مفردات فصيحة - سامر ٣']",,,,S,V,
30100670059,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100700029,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30100750002,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100750017,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100750019,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100750031,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100760039,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
30100780022,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30100780047,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30100780052,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
30100790044,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30100800018,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
30100850009,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100860025,12,12,[],{},[],,,,,,
30100860048,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100880050,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30100890029,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100910013,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30100910049,13,13,"['V13-1', 'content_level_6']","{'vocab': ['V13-1'], 'content': ['C13-1']}","['كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي', 'تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.']",,,,,V,C
30100920032,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100930014,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30100930034,13,13,['content_level_6'],{'content': ['C13-1']},['تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.'],,,,,,C
30100930035,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30100930041,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
30100930117,7,7,"['broken_plural', 'S7-2', 'samerMSA_2.0', 'content_level_2']","{'Morphology': ['M7-5'], 'syntactic': ['S7-2'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['جمع التكسير', 'حال', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,M,S,V,C
30100930133,15,15,['content_level_7'],{'content': ['C15-1']},['أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها'],,,,,,C
30100940020,15,15,['vocab_15.0'],{'vocab': ['V15-1']},['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها'],,,,,V,
30100950005,10,10,"['passive_voice', 'kana_wa_akhawataha', 'S10-6']","{'Morphology': ['M10-1'], 'syntactic': ['S10-2', 'S10-6']}","['المبني للمجهول', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,M,S,,
30100950015,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30100960003,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
30100960004,15,15,"['S15', 'vocab_15.0', 'content_level_7']","{'syntactic': ['S15'], 'vocab': ['V15-1'], 'content': ['C15-1']}","['تراكيب غير متداولة فيها التباس يحتاج إلى التشكيل الإعرابي لفكه', 'المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,S,V,C
30100960046,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
30100980022,13,13,['content_level_6'],{'content': ['C13-1']},['تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.'],,,,,,C
30101020029,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha', 'V10-2']","{'syntactic': ['S10-1', 'S10-2'], 'vocab': ['V10-2']}","['إن وأخواتها', 'كان وأخواتها', '(قد – لقد)']",,,,S,V,
30101040012,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30101050016,12,12,['S12-5'],{'syntactic': ['S12-5']},['تمييز'],,,,S,,
30101060015,8,8,"['M8-3', 'amma_lakin', 'samerMSA_2.1']","{'Morphology': ['M8-3', 'M8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
30101060016,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
30101070014,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101070026,12,12,[],{},[],,,,,,
30101080012,2,2,['unique_words'],{'word count': ['WC']},['عدد الكلمات'],,W,,,,
30101110012,12,12,[],{},[],,,,,,
30101130022,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101140026,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30101150007,13,13,[],{},[],,,,,,
30101150029,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101170033,12,12,"['exception', 'S12-3']","{'syntactic': ['S12-2', 'S12-3']}","['استثناء', 'حصر']",,,,S,,
30101170048,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
30101170057,10,10,"['unique_words', 'inna_wa_akhawataha', 'kana_wa_akhawataha', 'advanced_khabar']","{'word count': ['WC'], 'syntactic': ['S10-1', 'S10-2', 'S10-3']}","['عدد الكلمات', 'إن وأخواتها', 'كان وأخواتها', 'خبر مقدم / مبتدأ مؤخر']",,W,,S,,
30101180021,12,12,"['S12-1', 'S12-5']","{'syntactic': ['S12-1', 'S12-5']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'تمييز']",,,,S,,
30101190019,12,12,[],{},[],,,,,,
30101200006,12,12,"['samerMSA_3.0', 'V12-4']","{'vocab': ['V12-1', 'V12-4']}","['مفردات فصيحة - سامر ٣', 'ذو']",,,,,V,
30101200026,15,15,[],{},[],,,,,,
30101200055,15,15,"['S15', 'vocab_15.0', 'content_level_7']","{'syntactic': ['S15'], 'vocab': ['V15-1'], 'content': ['C15-1']}","['تراكيب غير متداولة فيها التباس يحتاج إلى التشكيل الإعرابي لفكه', 'المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,S,V,C
30101200062,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
30101200064,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
30101200075,15,15,"['S15', 'vocab_15.0', 'content_level_7']","{'syntactic': ['S15'], 'vocab': ['V15-1'], 'content': ['C15-1']}","['تراكيب غير متداولة فيها التباس يحتاج إلى التشكيل الإعرابي لفكه', 'المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,S,V,C
30101210001,12,12,[],{},[],,,,,,
30101210014,17,17,[],{},[],,,,,,
30101230030,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101240025,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
30101260007,12,12,['S12-5'],{'syntactic': ['S12-5']},['تمييز'],,,,S,,
30101260016,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
30101280005,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101280021,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101290017,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
30101300034,12,12,[],{},[],,,,,,
30101310019,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101320014,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
30101330024,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30101330053,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101340022,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
30101340034,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
30101340040,13,13,[],{},[],,,,,,
30101360031,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
30101360064,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
30101360102,12,12,"['exception', 'S12-3']","{'syntactic': ['S12-2', 'S12-3']}","['استثناء', 'حصر']",,,,S,,
30101370057,12,12,"['S12-1', 'V12-5']","{'syntactic': ['S12-1'], 'vocab': ['V12-5']}","['جمل اعتراضية  ( تفسير- دعاء...)', '(بل - بلى - أجل - قط)']",,,,S,V,
30101380018,16,16,"['samerMSA_5.0', 'vocab_16.0']","{'vocab': ['V16-1', 'V16-2']}","['مفردات فصيحة - سامر ٥', 'مفردات متخصصة ومفردات عربية عالية غير شائعة كثيرا في الفضاء العام. مفردات في الغالب بعيدة عن اللهجات العامية.']",,,,,V,
30101400001,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101400028,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101400042,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
30101440002,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
30101440022,14,14,"['S14-1', 'vocab_14.0']","{'syntactic': ['S14-1'], 'vocab': ['V14-2']}","['التوكيد المعنوي', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,S,V,
30101440039,12,12,[],{},[],,,,,,
30101450006,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
30101450007,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101460005,10,10,"['kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-2', 'S10-6']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
30101480016,15,15,['vocab_15.0'],{'vocab': ['V15-1']},['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها'],,,,,V,
30101500007,12,12,"['exception', 'S12-3']","{'syntactic': ['S12-2', 'S12-3']}","['استثناء', 'حصر']",,,,S,,
30101510003,6,6,"['syllables', 'plural_masc', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'Morphology': ['M6-2'], 'vocab': ['V6-1']}","['عدد المقاطع', 'جمع مذكر سالم', 'مفردات فصيحة - سامر ١']",O,,M,,V,
30101510024,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101510039,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
30101530014,4,4,[],{},[],,,,,,
30101530026,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101530028,11,11,[],{},[],,,,,,
30101540029,8,8,"['M8-3', 'verbal_sentence_with_two_objects', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'syntactic': ['S8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'جملة فعلية تتعدى إلى مفعولين', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,S,V,
30101550014,13,13,['content_level_6'],{'content': ['C13-1']},['تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.'],,,,,,C
30101550078,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101560021,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101580021,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
30101580031,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
30101580051,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
30101590002,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
